compound,grouping,MW,formula,CAS,C,H,O,N,n_Benz,Cl,S,F,Si,Br,I,Combust,MRF
"Benzene, 1,1'-(1,5-hexadiene-1,6-diyl)bis-",2.02,234.33,C18H18,,18,18,0,0,2,0,0,,,,,2269.0,2.128
"1,3,6,8-Tetramethylanthracene",2.3,234.33372,C18H18,,18,18,0,0,3,0,0,,,,,2269.0,2.255
"Hex-1-ene,2,5-diphenyl-",2.02,236.4,C18H20,,18,20,0,0,2,0,0,,,,,2313.0,2.165
"1,15-Heptadecadiene",1.7,236.43278,	C17H32,,17,32,0,0,0,0,0,,,,,2471.0,2.047
Heptadecadiene,1.7,236.43278,‎C17H32,,17,32,0,0,0,0,0,,,,,2471.0,2.047
C17H32,1.7,236.436,C17H32,,17,32,0,0,0,0,0,,,,,2471.0,2.047
"Hexane, 3,4-diphenyl-",2.02,238.37,C18H22,,18,22,0,0,1,0,0,,,,,2357.0,2.076
2-Methyl-hexadecene,1.55,238.44846,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
C17 isoolefins,1.5,238.45,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
C17H34,1.5,238.44846,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
C17H34 iso,1.5,238.44846,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
C17H34 isomers,1.5,238.44846,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
Heptadecene,1.5,238.44846,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
1-Heptadecene,1.5,238.45,C17H34,,17,34,0,0,0,0,0,,,,,2515.0,2.085
C17H36  iso-paraffins,0.9,240.46,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
iso-heptadecane,0.9,240.46,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
"1,4-Heptadiene",1.7,240.467,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
C17 isoparaffins,0.9,240.4677,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
C17H36,1.0,240.4677,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
Heptadecane,1.0,240.5,C17H36,,17,36,0,0,0,0,0,,,,,2559.0,2.122
"Octane, 3,7-dimethyl-1-(2,5-xylyl)-",2.0,246.4,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
"Benzene, (1-pentylheptyl)-",2.0,246.4278,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
"Benzene, dodecyl-",2.0,246.4278,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
"Benzene, (1-methylundecyl)-",2.0,246.43,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
"Benzene, (1-ethyldecyl)-",2.0,246.43,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
"Benzene, (1-propylnonyl)-",2.0,246.43,C18H30,,18,30,0,0,1,0,0,,,,,2531.0,2.225
Octadecadiene,1.7,250.45916,C18H34,,18,34,0,0,0,0,0,,,,,2619.0,2.173
1-Octadecyne,1.5,250.4626,C18H34,,18,34,0,0,0,0,0,,,,,2619.0,2.173
C18H34,1.7,250.4626,C18H34,,18,34,0,0,0,0,0,,,,,2619.0,2.173
Heptadecanenitrile,4.0,251.44732,C17H33N,,17,33,0,1,0,0,0,,,,,2501.0,2.072
"Heptane, 1,1-diphenyl-",2.02,252.39,C19H24,,19,24,0,0,2,0,0,,,,,2504.0,2.329
1-Octadecene,1.5,252.47,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
C18 isoolefins,1.5,252.47,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
C18H36,1.5,252.47484,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
C18H36 iso,1.5,252.47484,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
C18H36 isomers,1.5,252.47484,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
Octadecene,1.5,252.47484,C18H36,,18,36,0,0,0,0,0,,,,,2662.0,2.211
Palmitoleic acid,3.0,254.4082,C16H30O2,,16,30,2,0,0,0,0,,,,,2228.0,1.838
"2,4-Hexadiene, 2,3-dimethyl-",1.55,254.49,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
C18H38  iso-paraffins,0.9,254.49,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
C18 isoparaffins,0.9,254.494,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
C18H38,1.0,254.494,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
C18H38 iso-paraffins,0.9,254.4943,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
Octadecane,1.0,254.49,C18H38,,18,38,0,0,0,0,0,,,,,2706.0,2.248
n-Hexadecanoic acid,3.0,256.424,C16H32O2,,16,32,2,0,0,0,0,,,,,2272.0,1.876
"Benzene, 1,1',1""-(1-ethanyl-2-ylidene)tris-",2.03,258.36,C20H18,,20,18,0,0,3,0,0,,,,,2476.0,2.432
Styrene Trimer,2.03,258.36,C20H18,,20,18,0,0,3,0,0,,,,,2476.0,2.432
"Benzene, tridecyl-",2.0,260.45418, C19H32,,19,32,0,0,1,0,0,,,,,2679.0,2.352
Benzene (1-methyldodecyl)-,2.0,260.46,C19H32,,19,32,0,0,1,0,0,,,,,2679.0,2.352
"Benzene, (1-ethylundecyl)-",2.0,260.46,C19H32,,19,32,0,0,1,0,0,,,,,2679.0,2.352
"4,5-Diphenylocta-1,7-diene",2.02,262.4,C20H22,,20,22,0,0,2,0,0,,,,,2564.0,2.38
Oleanitrile,4.0,263.45802,C18H33N,,18,33,0,1,0,0,0,,,,,2604.0,2.161
Nonadecadiene,1.7,264.48554,C19H36,,19,36,0,0,0,0,0,,,,,2766.0,2.299
C19H36,1.7,264.489,C19H36,,19,36,0,0,0,0,0,,,,,2766.0,2.299
"Heptane, 2,6-diphenyl-3-methyl-",2.02,266.4,C20H26,,20,26,0,0,2,0,0,,,,,2651.0,2.455
"9-Octadecenal, (Z)-",3.0,266.462,C18H34O,,18,34,1,0,0,0,0,,,,,2571.0,2.132
1-Nonadecene,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
2-Methyl-1-octadecene,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
C19 isoolefins,1.5,266.5,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
C19H38,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
C19H38 iso,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
C19H38 isomers,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
Nonadecene,1.5,266.50122,C19H38,,19,38,0,0,0,0,0,,,,,2810.0,2.337
C19H40  iso-paraffins,0.9,268.52,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
Nonadecane,1.5,268.5169,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
Nondecane,1.5,268.5169,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
C17H36 iso-paraffins,0.9,268.52,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
C19H38 iso-paraffins,0.9,268.52,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
C19 isoparaffins,0.9,268.5209,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
C19H40,1.0,268.5209,C19H40,,19,40,0,0,0,0,0,,,,,2853.0,2.374
C21H22,1.5,274.39718,C21H22,,21,22,0,0,0,0,0,,,,,2667.0,2.215
"1-Propene, 3-(2-cyclopentenyl)-2-methyl-1,1-diphenyl-",2.02,274.4,C21H22,,21,22,0,0,2,0,0,,,,,2667.0,2.469
"Benzene, tetradecyl-",2.0,274.48056,C20H34,,20,34,0,0,1,0,0,,,,,2826.0,2.478
Triphenylphosphine oxide,2.0,278.2849,C18H15OP,,18,15,1,0,3,0,0,,,,,2155.0,2.157
"Benzene, 1,1'(1-(2,2-dimethyl-3-butenyl)-1,3-propanediyl)bis-",2.02,278.4,C21H26,,21,26,0,0,2,0,0,,,,,2755.0,2.544
"1,19-Eicosadiene",1.7,278.51192,	C20H38,,20,38,0,0,0,0,0,,,,,2913.0,2.426
C20H38,1.7,278.51192,C20H38,,20,38,0,0,0,0,0,,,,,2913.0,2.426
Eicosadiene,1.7,278.51192,	C20H38,,20,38,0,0,0,0,0,,,,,2913.0,2.426
Nonadecanenitrile,4.0,279.50008,C19H37N,,19,37,0,1,0,0,0,,,,,2795.0,2.325
3-Eicosene,1.5,280.53,‎C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
C20 isoolefins,1.5,280.53,C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
C20H40 iso,1.5,280.5276,C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
C20H40 isomers,1.5,280.5276,C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
Eicosene,1.5,280.5276,C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
C20H40,1.0,280.5316,C20H40,,20,40,0,0,0,0,0,,,,,2957.0,2.463
9-Octadecenamide,4.0,281.4727,C18H35NO,,18,35,1,1,0,0,0,,,,,2600.0,2.157
"9-Octadecenamide, (Z)-",4.0,281.4727,C18H35NO,,18,35,1,1,0,0,0,,,,,2600.0,2.157
cis-Vaccenic acid,3.0,282.45716,C18H34O2,,18,34,2,0,0,0,0,,,,,2522.0,2.091
2-Nonadecanone,3.0,282.5,C19H38O,,19,38,1,0,0,0,0,,,,,2762.0,2.296
C20H42 iso-paraffins,0.9,282.54,C20H42,,20,42,0,0,0,0,0,,,,,3001.0,2.501
Eicosane,1.0,282.54328,C20H42,,20,42,0,0,0,0,0,,,,,3001.0,2.501
C20 isoparaffins,0.9,282.547,C20H42,,20,42,0,0,0,0,0,,,,,3001.0,2.501
C20H42,1.0,282.547,C20H42,,20,42,0,0,0,0,0,,,,,3001.0,2.501
Octadecanamide,3.5,283.492,C18H37NO,,18,37,1,1,0,0,0,,,,,2644.0,2.195
Octadecanoic acid,3.0,284.47,C18H36O2,,18,36,2,0,0,0,0,,,,,2566.0,2.128
"Benzene, pentadecyl-",2.0,288.51,C21H36,,21,36,0,0,1,0,0,,,,,2973.0,2.604
C21H40,1.7,292.5383,C21H40,,21,40,0,0,0,0,0,,,,,3061.0,2.552
Heneicosadiene,1.7,292.5383,C21H40,,21,40,0,0,0,0,0,,,,,3061.0,2.552
C21 isoolefins,1.5,294.55,C21H42,,21,42,0,0,0,0,0,,,,,3104.0,2.589
C21H42,1.5,294.55398,C21H42,,21,42,0,0,0,0,0,,,,,3104.0,2.589
C21H42 iso,1.5,294.55398,C21H42,,21,42,0,0,0,0,0,,,,,3104.0,2.589
C21H42 isomers,1.5,294.55398,C21H42,,21,42,0,0,0,0,0,,,,,3104.0,2.589
Heneicosene,1.5,294.56,C21H42,,21,42,0,0,0,0,0,,,,,3104.0,2.589
C21H44,1.0,296.56966,C21H44,,21,44,0,0,0,0,0,,,,,3148.0,2.627
C21H44 iso-paraffins,0.9,296.57,C21H44,,21,44,0,0,0,0,0,,,,,3148.0,2.627
Heneicosane,1.0,296.56966,C21H44,,21,44,0,0,0,0,0,,,,,3148.0,2.627
C21 isoparaffins,0.9,296.574,C21H44,,21,44,0,0,0,0,0,,,,,3148.0,2.627
C22 isoparaffins,0.9,296.574,C21H44,,21,44,0,0,0,0,0,,,,,3148.0,2.627
Nonadecanamide,4.0,297.51476,C19H39NO,,19,39,1,1,0,0,0,,,,,2791.0,2.321
Isopropylpalmitate,3.0,298.5038,C19H38O2,,19,38,2,0,0,0,0,,,,,2713.0,2.254
"Benzene, hexadecyl-",2.0,302.5371,C22H38,,22,38,0,0,1,0,0,,,,,3120.0,2.73
C22H42,1.7,306.56468,C22H42,,22,42,0,0,0,0,0,,,,,3208.0,2.678
C22 isoolefins,1.5,308.58,C22H44,,22,44,0,0,0,0,0,,,,,3252.0,2.716
C22H44 iso,1.5,308.58036,C22H44,,22,44,0,0,0,0,0,,,,,3252.0,2.716
C22H44 isomers,1.5,308.58036,C22H44,,22,44,0,0,0,0,0,,,,,3252.0,2.716
C22H44,1.5,308.58,C22H44,,22,44,0,0,0,0,0,,,,,3252.0,2.716
C22H46,1.0,310.59604,C22H46,,22,46,0,0,0,0,0,,,,,3295.0,2.753
C22H46 iso-paraffins,0.9,310.6,C22H46,,22,46,0,0,0,0,0,,,,,3295.0,2.753
C23 isoparaffins,0.9,310.6006,C22H46,,22,46,0,0,0,0,0,,,,,3295.0,2.753
"2,4,6-Triphenyl-1-hexene",2.03,312.4,C24H24,,24,24,0,0,3,0,0,,,,,3022.0,2.9
"Benzene, heptadecyl-",2.0,316.563,C23H40,,23,40,0,0,1,0,0,,,,,3268.0,2.856
C23H44,1.7,320.59106,C23H44,,23,44,0,0,0,0,0,,,,,3355.0,2.804
"Benzene, 1,1'(1,2-bis(2,2-dimethylpropyl)-1,2-ethanediyl)bis-",2.02,322.5,C24H34,,24,34,0,0,2,0,0,,,,,3240.0,2.96
"Benzene, 1,1'-(1,2-bis(2,2-dimethylpropyl)-1,2-ethanediyl)bis-",2.02,322.5,C24H34,,24,34,0,0,2,0,0,,,,,3240.0,2.96
C23H46,1.5,322.6,C23H46,,23,46,0,0,0,0,0,,,,,3399.0,2.842
C23 isoolefin,1.5,322.60674,C23H46,,23,46,0,0,0,0,0,,,,,3399.0,2.842
C23 isoolefins,1.5,322.61,C23H46,,23,46,0,0,0,0,0,,,,,3399.0,2.842
C23H46 iso,1.5,322.60674,C23H46,,23,46,0,0,0,0,0,,,,,3399.0,2.842
C23H46 isomers,1.5,322.60674,C23H46,,23,46,0,0,0,0,0,,,,,3399.0,2.842
C23H48 iso-paraffins,0.9,324.62,C23H48,,23,48,0,0,0,0,0,,,,,3443.0,2.879
C23H48,1.0,324.6272,C23H48,,23,48,0,0,0,0,0,,,,,3443.0,2.879
C24 isoparaffins,0.9,324.6272,C23H48,,23,48,0,0,0,0,0,,,,,3443.0,2.879
"Benzene, 1,1'-(3-(2-phenylethylidene)-1,5-pentanediyl)bis-",2.03,326.47,C25H26,,25,26,0,0,3,0,0,,,,,3169.0,3.026
C25H30 iso,1.5,330.5027,C25H30,,25,30,0,0,0,0,0,,,,,3256.0,2.72
C25H30 isomers,1.5,330.5027,C25H30,,25,30,0,0,0,0,0,,,,,3256.0,2.72
"Benzene, octadecyl-",2.0,330.59,C24H42,,24,42,0,0,1,0,0,,,,,3415.0,2.983
"Benzene, 1,1',1"",1""-(1,2-ethanediylidene)tetrakis-",2.03,334.45,C26H22,,26,22,0,0,4,0,0,,,,,3185.0,3.167
C24H46,1.7,334.61744,C24H46,,24,46,0,0,0,0,0,,,,,3502.0,2.931
C24H48,1.5,336.6,C24H48,,24,48,0,0,0,0,0,,,,,3546.0,2.968
C24 isoolefins,1.5,336.63,C24H48,,24,48,0,0,0,0,0,,,,,3546.0,2.968
C24H48 iso,1.5,336.63312,C24H48,,24,48,0,0,0,0,0,,,,,3546.0,2.968
C24H48 isomers,1.5,336.63312,C24H48,,24,48,0,0,0,0,0,,,,,3546.0,2.968
C24H50,1.0,338.6488,C24H50,,24,50,0,0,0,0,0,,,,,3590.0,3.005
C24H50 iso-paraffins,0.9,338.65,C24H50,,24,50,0,0,0,0,0,,,,,3590.0,3.005
C25 isoparaffins,0.9,338.6538,C24H50,,24,50,0,0,0,0,0,,,,,3590.0,3.005
"Benzene, [6-cyclopentyl-3-(3-cyclopentylpropyl)hexyl]-",2.3,340.6,C25H40,,25,40,0,0,1,0,0,,,,,3475.0,3.034
"Benzene, (3-octylundecyl)-",2.0,344.6,C25H44,,25,44,0,0,1,0,0,,,,,3562.0,3.109
"Benzene, nonadecyl-",2.0,344.62,C25H44,,25,44,0,0,1,0,0,,,,,3562.0,3.109
C25H48,1.7,348.64382,C25H48,,25,48,0,0,0,0,0,,,,,3650.0,3.057
C25 isoolefins,1.5,350.66,C25H50,,25,50,0,0,0,0,0,,,,,3693.0,3.094
C25H50,1.5,350.6595,C25H50,,25,50,0,0,0,0,0,,,,,3693.0,3.094
C25H50 iso,1.5,350.66,C25H50,,25,50,0,0,0,0,0,,,,,3693.0,3.094
C25H50 isomers,1.5,350.6595,C25H50,,25,50,0,0,0,0,0,,,,,3693.0,3.094
C25H52 iso-paraffins,0.9,352.68,C25H52,,25,52,0,0,0,0,0,,,,,3737.0,3.132
C26 isoparaffins,0.9,352.6804,C25H52,,25,52,0,0,0,0,0,,,,,3737.0,3.132
C25H52,1.0,352.7,C25H52,,25,52,0,0,0,0,0,,,,,3737.0,3.132
"Heptadecane, 9-octyl-",2.0,352.7,C25H52,,25,52,0,0,0,0,0,,,,,3737.0,3.132
1-Phenyleicosane,2.0,358.6434,C26H46,,26,46,0,0,1,0,0,,,,,3710.0,3.235
"Benzene, 1,1',1"",1""-(1,2,3,4-butanetetrayl)tetrakis-",2.03,362.51,C28H26,,28,26,0,0,4,0,0,,,,,3480.0,3.419
C26H50,1.7,362.6702,C26H50,,26,50,0,0,0,0,0,,,,,3797.0,3.183
C26 isoolefins,1.5,364.68588,C26H52,,26,52,0,0,0,0,0,,,,,3841.0,3.22
C26H52 iso,1.5,364.68588,C26H52,,26,52,0,0,0,0,0,,,,,3841.0,3.22
C26H52 isomers,1.5,364.68588,C26H52,,26,52,0,0,0,0,0,,,,,3841.0,3.22
C26H52,1.5,364.69,C26H52,,26,52,0,0,0,0,0,,,,,3841.0,3.22
C26H54,1.0,366.70156,C26H54,,26,54,0,0,0,0,0,,,,,3884.0,3.258
C26H54 iso-paraffins,0.9,366.7,C26H54,,26,54,0,0,0,0,0,,,,,3884.0,3.258
C26H56 iso-paraffins,0.9,366.70156,C26H54,,26,54,0,0,0,0,0,,,,,3884.0,3.258
"Cholesta-3,5-diene",1.1,368.6383,C27H44,,27,44,0,0,0,0,0,,,,,3769.0,3.159
"heneicosane, phenyl-",2.0,372.67,C27H48,,27,48,0,0,1,0,0,,,,,3857.0,3.361
C27H52,1.7,376.69658,C27H52,,27,52,0,0,0,0,0,,,,,3944.0,3.309
C27H54,1.5,378.7,C27H54,,27,54,0,0,0,0,0,,,,,3988.0,3.347
C27 isoolefins,1.5,378.71226,C27H54,,27,54,0,0,0,0,0,,,,,3988.0,3.347
C27H54 iso,1.5,378.71,C27H54,,27,54,0,0,0,0,0,,,,,3988.0,3.347
C27H54 isomers,1.5,378.71,C27H54,,27,54,0,0,0,0,0,,,,,3988.0,3.347
"Cyclohexane, 1,3,5-trimethyl-2-octadecyl-",1.1,378.717,C27H54,,27,54,0,0,0,0,0,,,,,3988.0,3.347
C27H56,1.0,380.72794,C27H56,,27,56,0,0,0,0,0,,,,,4032.0,3.384
C27H56 iso-paraffins,0.9,380.73,C27H56,,27,56,0,0,0,0,0,,,,,4032.0,3.384
C27H58 iso-paraffins,0.9,380.72794,C27H56,,27,56,0,0,0,0,0,,,,,4032.0,3.384
C27 isoparaffins,0.9,380.733,C27H56,,27,56,0,0,0,0,0,,,,,4032.0,3.384
"Cholesta-4,6-dien-3-ol, (3β)-",3.0,384.63286,C27H44O,,27,44,1,0,0,0,0,,,,,3721.0,3.118
"Benzene, 1,1',1"",1""-(1,5-hexadiene-1,3,4,6-tetrayl)tetrakis-)",2.04,386.5,	C30H26,,30,26,0,0,4,0,0,,,,,3687.0,3.597
"docosane, phenyl-",2.0,386.7,C28H50,,28,50,0,0,1,0,0,,,,,4004.0,3.487
Diisooctyl phthalate,3.0,390.55072,C24H38O4,,24,38,4,0,1,0,0,,,,,3135.0,2.743
C28H54,1.7,390.72296,C28H54,,28,54,0,0,0,0,0,,,,,4091.0,3.435
C28 isoolefins,1.5,392.74,C28H56,,28,56,0,0,0,0,0,,,,,4135.0,3.473
C28H56,1.5,392.73864,C28H56,,28,56,0,0,0,0,0,,,,,4135.0,3.473
C28H56 iso,1.5,392.73864,C28H56,,28,56,0,0,0,0,0,,,,,4135.0,3.473
C28H56 isomers,1.5,392.73864,C28H56,,28,56,0,0,0,0,0,,,,,4135.0,3.473
C29 isoolefins,1.5,392.73864,C28H56,,28,56,0,0,0,0,0,,,,,4135.0,3.473
C28 isoparaffins,0.9,394.75432,C28H58,,28,58,0,0,0,0,0,,,,,4179.0,3.51
C28H58,1.0,394.75432,C28H58,,28,58,0,0,0,0,0,,,,,4179.0,3.51
C28H58 iso-paraffins,0.9,394.75,C28H58,,28,58,0,0,0,0,0,,,,,4179.0,3.51
Octacosane,1.0,394.75432,C28H58,,28,58,0,0,0,0,0,,,,,4179.0,3.51
C29 isoparaffins,0.9,394.76,C28H58,,28,58,0,0,0,0,0,,,,,4179.0,3.51
"Tricosane, phenyl-",2.0,400.7232,C29H52,,29,52,0,0,1,0,0,,,,,4151.0,3.614
C29H56,1.7,404.74934,C29H56,,29,56,0,0,0,0,0,,,,,4239.0,3.562
"3-Octene, (Z)-",1.5,406.76502,C29H58,,29,58,0,0,0,0,0,,,,,4282.0,3.599
C29H58,1.5,406.76502,C29H58,,29,58,0,0,0,0,0,,,,,4282.0,3.599
C29H58 iso,1.5,406.76502,C29H58,,29,58,0,0,0,0,0,,,,,4282.0,3.599
C29H58 isomers,1.5,406.76502,C29H58,,29,58,0,0,0,0,0,,,,,4282.0,3.599
C31 isoolefins,1.5,406.76502,C29H58,,29,58,0,0,0,0,0,,,,,4282.0,3.599
C29H60,1.0,408.7807,C29H60,,29,60,0,0,0,0,0,,,,,4326.0,3.636
C29H60 iso-paraffins,0.9,408.78,C29H60,,29,60,0,0,0,0,0,,,,,4326.0,3.636
C30 isoparaffins,0.9,408.786,C29H60,,29,60,0,0,0,0,0,,,,,4326.0,3.636
Squalene,1.5,410.71,C30H50,,30,50,0,0,0,0,0,,,,,4211.0,3.538
"tetracosane, phenyl",2.0,414.7498,C30H54,,30,54,0,0,1,0,0,,,,,4299.0,3.74
"2,4,6,8-Tetraphenyl-1-octene",2.03,416.0,C32H32,,32,32,0,0,4,0,0,,,,,4025.0,3.886
C30H58,1.7,418.77572,C30H58,,30,58,0,0,0,0,0,,,,,4386.0,3.688
C30 isoolefins,1.5,420.79,C30H60,,30,60,0,0,0,0,0,,,,,4430.0,3.725
C30H60,1.5,420.7914,C30H60,,30,60,0,0,0,0,0,,,,,4430.0,3.725
C30H60 iso,1.5,420.79,C30H60,,30,60,0,0,0,0,0,,,,,4430.0,3.725
C30H60 isomers,1.5,420.79,C30H60,,30,60,0,0,0,0,0,,,,,4430.0,3.725
Squalane,1.0,422.8,C30H62,,30,62,0,0,0,0,0,,,,,4473.0,3.763
C30H62,1.0,422.80708,C30H62,,30,62,0,0,0,0,0,,,,,4473.0,3.763
